Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 24.9.2017,Until No time restrictions,Monthly rent sFr. 600.-,State Zurich (City),"Address Universitätsstrasse 65,",City 8006 Zürich,The room is on the ground floor and has a nice view of the lake. The apartment is located on the 1st floor of a building with elevator. The apartment is located on the 1st floor of a building with elevator in central city close to public transportation and supermarket and contact me for more details if you have interest email at manviceben200@outlook.com,I am looking for a nice apartment in Zurich. The apartment is located on the 1st floor of a building with elevator. The apartment is located on the 1st floor of a building with elevator in central city close to public transportation and supermarket and contact me for more details if you have interest email at manviceben200@outlook.com,I am looking for a nice apartment in Zurich. The apartment is located on the 1st floor of a building with elevator. The apartment is located on the 1st floor of a building with elevator in central city close to public transportation and supermarket and contact me for more details if you have interest email at manviceben200@outlook.com,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/24-9-2017--600-zurich-stadt0.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'050.-,State Zurich (City),Address Kurvenstrasse ,City 8600 Dübendorf,"The room is18 m2 large has space for a double bed and a large wardrobe (the furniture from the pictures are taken by the current roommate!). You can keep the big cupboard if you like. The rest of the apartment is fully equipped. The apartment has a total of 4.5 rooms, a modern kitchen and two bathrooms (one with shower and bath). A large living room is available, as well as a large dining table at the dining area and a large balcony. -------------------------------------------------- -------------------------------------- The room is 18 m2 and has enough space for a double bed and a big wardrobe (even a desk if necessary). The furtinure you can see on the pictures below. This means you get and unfurnished room. The rest of the apartment is fully furnished though. The spacious rooms are spacious and comfortable, and have a private bathroom with a shower and a hairdryer.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-unbefristet-1200-zurich-stadt/pictureLarge3/roomPicture3.png,"I am a 30 years old engineer who works in the Zurich Oberland. During the week I work and in the evening I move back in the spacious apartment, cook something and relax by reading or reading a book. In the evening we also meet in the fitness studio. On the weekend I am very often on the road but when I am there I meet with friends, invite them to dinner occasionally or do errands for which there is no time during the week. -------------------------------------------------- --------------------------------------   I am a civil enginner, 30 y.o. working in the region of Zurich. During the week I work in the evening I like going back home, cooking something and spending the evening reading a good book or watching online TV. Some evening as well as a gym nearby (wanna join?). At the weekend I would like to meet some friends, but I would like to meet some friends. ************************************************** ************************************************** ****** Je parle anglais / Si parla tedesco French spoken / I can castellano / hablo itagnolo: D","Man or woman is the best professional and who is looking forward to the social WG life. It is a two flat share and therefore I am important that we understand ourselves as a WG partner well. This means for me: similar expectations of cleanliness and cohabitation. We can get to know and discuss these at your apartment visit. -------------------------------------------------- -------------------------------------- Man or woman, if possible, is currently working in a shared apartment. It is a two-people shared flat, therefore it is important to have a cordial relationship. This means that I am in the same situation. We can not wait to see you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-unbefristet-1200-zurich-stadt.html
Starting from 1.10.2017,"Until 31. Dezember 2017 (flexibel, oder 31. Oktober)",Monthly rent sFr. 1'300.-,State Zurich (City),Address Albisriederplatz,City 8004 Zuerich,"The room isThe room is bright, furnished, with parquet flooring and is in a modern duplex apartment on the 5th floor. The room has a double bed (bedspread, blanket, etc. everything available!), A wardrobe and a Crosstrainer :) The bathroom with bath and the kitchen are modern. It is a non-smoking apartment. The room including all NK and very fast WLAN costs 1300 CHF per month ------------------------------------ ------------------------ The room has a nice double bed, a big closet and a crosstrainer :) Blanket, pillow and bedsheets wants all be provided. Modern bathroom and kitchen. The apartment is non-smoking. The rent is 1300 CHF per month, almost WI-FI, electricity, water etc. is all included in the rent.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-6-2017-31-juli-2017--flexibel--1450-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-6-2017-31-juli-2017--flexibel--1450-zurich-stadt/pictureLarge3/roomPicture3.png,"You share the apartment with my dear and open roommate (21 years). Probably mid or end of December I am back and would then the remaining days simply in the living room, which is 1 floor higher, while you are still here. ----------------------------------------------- You'll I am a 21 year old, easy-going and open-minded. I will probably be back in the mid or late of December, so I'll be staying in the living room.","I am looking for a person who wants to sublet my room while I am abroad (October to December, flexible data, it would be possible, only the month of October). Please write to me in your message, from when to when you want to sublet the room. -------------------------------------------------- I am looking for a man who is looking for a man who is looking for a man. Please indicate in your first message, from when you would like to go to sublet.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-6-2017-31-juli-2017--flexibel--1450-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 505.-,State Zurich (City),Address Winterthurerstrasse 549,City 8051 Zuerich,"The room isThe room is part of a 4.5 room apartment and 14sqm with parquet floor. Living room, bathroom and kitchen are shared with the flat share. The 505 CHF are rent, plus approx. 35 CHF for electricity, heating and internet.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--505-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--505-zurich-stadt/pictureLarge3/roomPicture3.png,"A student at the ETH (24) and a professional at the Swiss (25). We are not a purpose-WG, but look for someone in the evenings sometimes cook together or otherwise participate in the WG life.","an open, open-minded and ordinary roommate in our age 20-27. The room is from the 1.10. free, depending on the agreement you can also move in later. Please send us a short application (what do you do) - the visits will be on 25 / 26.9. occur.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--505-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'000.-,State Zurich (City),Address Lindenbachstrasse 54,City 8006 Zürich,"The room isThe room is about 16sqm, unfurnished and is located in a 2-room apartment. Entry 1 November or by appointment. Cost point 1000 CHF plus NK (approx. 170, - / month). The apartment is very central but quiet, above the Kornhaus bridge. We share kitchen, bathroom, separate WC, Living room and balcony. Screed and cellar compartment available.","An art dealer, 32 years.","What the newcomer usually brings in: -delay, self-like. -the ability to leave each other in peace but also to ask times, the * pointed out the other. - Racism and sexism are a no go.  Additional: We share the budget organizationally and financially. To is the organization of the purchasing of the food collective el Comedor and a common checkout for things of daily necessity.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1000-zurich-stadt.html
Starting from 1.11.2017,Until 31st January 2018,Monthly rent sFr. 702.-,State Zurich (City),Address Dubendorf,City Usterstrasse 54 Zurich,"The room is the apartment has two floors, is spacious (170m2) and bright. We also have a balcony, attic and basement. The room being rented is the largest in the flat (3.50 * 6.30 = 22.0sqm) and the common rooms are quite big. (Price, heating, internet, etc.) which is 40 francs per month 1000 CHF deposit). Location wise: 7 minutes walk from train station Dubendorf (S9, S14 about 11 minutes to HB). Coop + Migros 7 minutes. Migrolino (24/7) 1 minute walk and the river is right next to us. For jogging or cycling from home this place is awesome. ETH center and university are easily accessible in train. It takes around 30 minutes to door.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31st-january-2018-702-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31st-january-2018-702-zurich-stadt/pictureLarge3/roomPicture3.png,"We are four people. We are Andreas (25, ETH student in electrical engineering), Danai (27, studying mathematics), Nina (29, science journalist) and Vishnu (30, works for Google) and Bianca (5, professional dog and a good listener). In the WG.","We are looking for a friendly and flexible flatmate :-). This is important for us as a function as a group. We are looking forward to welcoming you! So hopefully our new flatmate wants to maintain this spirit. If you are interested in the subject, please do not hesitate to contact us.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31st-january-2018-702-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 950.-,State Zurich (City),Address Hagenholz Strasse 4,City 8302 Kloten,"The room isHi,  I am looking for a nice place to stay. The apartment includes a large kitchen, living room as well as a big balcony. Your future room is around 18sqm in size and is enhanced nicely by the sun.  The neighbourhood is very nice and clean around the house. Moreover, you can reach the Kloten train station in around 5 minutes by bus, which stops near our house.   Take the train at the train station, you are at 15 minutes at the main station in Zurich.  (Denner and Migros), which can be reached easily by foot.  Other, Opfikon is one of Kloten's most interesting places to stay at UBS in Opfikon. Additionally, the airport can be 15 minutes by bus.  Near the apartment, there is a small forest park with a nice fitness parcour for those who like to spend time and relax in the nature.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--950-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--950-zurich-stadt0/pictureLarge3/roomPicture3.png,"I am a 30 year old male, currently finished my studies and started working in August 2017. I speak four different languages ​​and travel a lot in my leisure time. I like to do different sports: playing football or going for a run, etc.  Please contact me via email if you are interested in the apartment.  I am looking forward to hearing from you!","I am looking for a man who is looking for a man who is looking for a job. At this point, I am open for men and women as room mates. However, it is important to you that you have already earned a full-time job.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--950-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'150.-,State Zurich (City),Address Sonneggstrasse,City 8006 Zurich,"The room isSuch week stay in the probably hottest apartment in the city of Zurich ... Our beautiful 150m2 art nouveau style apartment is centrally located but still in the green. We rent a bright room that is so furnished that you could only move in with a suitcase. The apartment has 5 rooms, 2 bathrooms, large kitchen, 2 balconies, garden with barbecue and friendly neighbors. The rental price is excluding additional costs for electricity, Internet etc.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1150-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1150-zurich-stadt0/pictureLarge3/roomPicture3.png,"We are two in the age between 35 and 50 and enjoy the beautiful living, whether in our rooms, in the living area, on the balconies or in the garden. It makes pleasure to come home after work and of course we pay attention to a well-maintained home. Otherwise, we are very easy and like to laugh together or have a chat on the balcony.","After more than 8 years, our roommate is leaving and we are looking for a week's stay again. Concerning. Sex, nationality and age, we are very open. We both are covenants and like to travel, mountaineering (at least one) and mushroom (the other).",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1150-zurich-stadt0.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 650.-,State Zurich (City),Address Aufwiesenstrasse 12,City 8305 Dietlikon,"The room isca. 12 sqm large with bodententiefen windows and parquet floor. The modern 5.5 room apartment is very spacious with large balcony on the top 4th floor, two bathrooms with shower and bathtub as well as laundry (washing machine and tumbler). The kitchen and living room are also fully equipped. Dietlikon is located in front of the gates of Zurich in the middle of the countryside, yet you can take the train in 10 minutes in the city (2 stops to Stadelhofen / Oerlikon or 3 to the main station). Next you have very good connections to Winterthur or to the airport. The furniture (bed, wardrobe and chest of drawers) can be taken over by the previous tenant.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--650-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--650-zurich-stadt/pictureLarge3/roomPicture3.png,"three professional men aged 31 to 33 years. We are open-minded uncomplicated spontaneous guys, who value a stress-free co-operation!",preferably one or a working roommate or a 25 year-old student with shared experience. Entry possible by 1 October 2017 or by appointment.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--650-zurich-stadt.html
Starting from 1.10.2017,Until Circa Ende Dezember 2017,Monthly rent sFr. 1'000.-,State Zurich (City),Address Alte Landstrasse 106,City 8700 Kuesnacht,"The room is the garden of a 4-storey, freestanding villa from the 1930s. The rent is inclusive (warm, WLAN etc.), period and price are somewhat variable. Large kitchen, living room, living room and terrace with lake view in the house. The toilet is 1 floor higher, fast to reach and almost exclusively used. The bathroom is 2 floors higher and is divided into two.","There is also a violist, a stone sculptor, an architect and a communication consultant.",A woman dearest,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-circa-ende-dezember-2017-1000-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'100.-,State Zurich (City),Address Meinrad-Lienert-Strasse 31,City 8003 Zürich ,"The room isca. 19m2 and has a beautiful herringbone parket. The apartment is located on the 4th floor with a view of the city and the Lochergut :). It also has a living room, a bathroom with bath and washing machine and tumbler, a kitchen with dishwasher and a balcony.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1200-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1200-zurich-stadt/pictureLarge3/roomPicture3.png,"I am 29 years old, work as a primary teacher and have been living here for 3 years. My roommate is now with her boyfriend, which is why I am looking for a new roommate. I like to be out and about. Be it hiking in the mountains, bathing in the lake or river or on a flea tour. I'm also happy to be home and cook something or look something on Netflix.","Someone between 25 - 35 who likes to cook or eat together, a coffee or beer on the balcony drinks or perhaps even gladly synonymous times with a round settler participates :)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1200-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Baechlerstrasse 56,City 8046 Zuerich,"The room isca.14qm bright spacious semi-furnished room (wardrobe + table + stelegal) (the bed can be taken over)  Apartment has 2 floors, upstairs is a large living room with fireplace and terrace, and next to it a room. Downstairs WC / bath, kitchen and 3 rooms, in the basement of the house there is washer / dryer and a room for hanging up.   (The picture of the room is still, he must clean up for a nice picture) (Have waited 4 days and he did not clean up, super)",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--680-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--680-zurich-stadt0/pictureLarge3/roomPicture3.png,"Doctor (28 develops precision equipment, can record 10000 images / day with his camera), engineer 27 (makes heart valves, plans to be a frieze), and architect 26 (chill only); far from ZweckWG  In the winter, we enjoy fireplace with raclette / fondue even we grill there as required! In the summer shit goes down on the terrace, with barbecue. Alcohol is generally drunk, irrespective of occasion. We like to meet Rick and Morty and other little valuable series.",happy people!  We will organize the visit dates from Thursday,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--680-zurich-stadt0.html
Starting from 2.10.2017,Until No time restrictions,Monthly rent sFr. 1'040.-,State Zurich (City),Address Badenerstrasse 251,City 8003 Zürich,"The room is for a 16 sqm room in a 3.5 room apartment I am looking for a temporary tenant. The apartment is on the first floor of an old building. The room is furnished (double bed, wardrobe, bookcase, desk) and costs 1040 CHF per month (all inclusive). The spacious living room, the kitchen, the bathroom and the balcony you share with my roommate (architect, 35). Washing machine and tumbler in the cellar.  The apartment is located in the immediate vicinity of the Coop (about 60 m), the stop Lochergut (line 2/3) and the station Wiedikon. Idaplatz with many bars just around the corner.","We are two self-employed persons (30 and 35), one of whom is looking for an intermediate tenant. We like to drink a glass of wine, but we do not celebrate parties at home, since every one of us has to work again the next morning, often at the weekend.","We are looking for a cozy intermediate tenant, who does not smoke in the room or in the apartment and takes care of the furniture. Best studying or professional",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/2-10-2017-01-12-2017-1040-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 900.-,State Zurich (City),Address Pfirsichstrasse 12,City 8006 Zürich,"The room isIf could be a nice 4-room apartment with 2 small balconies, a rather older kitchen, bath with bathtub, 2 bedrooms, 1 office / guest room and a living room. You can have 1 room at about 14m2. So that your sleeping area also really serves the recreation, you can stow your documents etc in the common office (I rarely used), which additionally offers as a place to sleep for friends / Couchsurfer. The apartment is limited to 30.09.2018 due to total renovation.","w, 28ig, professionally in the shift service (hospital), tlw much on the way, but also may be sofa beds. I like cozy afternoons in the city park or café, love short trips in the nature (also sporty) or in the near and also far abroad. Am rather spontaneous than planned large, sometimes loud and sometimes rather quiet, but generally relaxed and motivated for much.","I am looking for someone at my age, somehow professional (whether secondary job or full time does not care), cosmopolitan, easy, spontaneous, enterprising and clean, which is for a Sunday brunch or a wine or so also times to have, but not daily punctual at 19.00 dinner together. :-) If you are generally a little cautious with the environment through the world, it is even better. Obs fits, you know anyway only at a meeting. But nevertheless it would be great if you could describe briefly, so that I can make a picture of you about.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--900-zurich-stadt1.html
Starting from 21.10.2017,Until No time restrictions,Monthly rent sFr. 600.-,State Zurich (City),Address Ueberlandstrasse 9,City 8050 Oerlikon,"The room is a room with a view to the park. You also have your own sink in the room (special feature of our flat: P). We have a big living room with 3 couches (everyone gets a couch! XD) and a kitchen with dishwasher and a microwave. Room would be available from 21.October with the rent then starting with 1.November. So, rooms come unfurnished, only table and chair can stay.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--620-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--620-zurich-stadt/pictureLarge3/roomPicture3.png,"Its a 3 people WG, but Gianluca and Silvia are moving out together, so we will have two rooms freeing up. But I (Marko, 24) I study Robotics at ETH. In the evenings we sometimes hang out in the living room, drink a beer, talk, watch movies / series ... During the day. All in all, its a very easy going flat. Send us an email about you and we will be able to invite you for a talk and tour in the flat to see if you would be a good match :)","you! :) You should be between 20 and 30 years old. You should be easy going, have some experience with WGs and non-smokers (there is no balcony). If you have any questions, please feel free to contact us.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--620-zurich-stadt.html
Starting from 2.12.2017,Until No time restrictions,Monthly rent sFr. 740.-,State Zurich (City),Address Eichbühlstrasse 67,City 8004 Zürich,"The room is our wg is a nice, bright 4 1/2 room apartment with balcony. the room is about 14sqm large with windows on quiet 30er zone street. very nice fishbones in the room and in the room. the kitchen is new and has everything it needs, we have 2 bathrooms one with toilet and shower in the other a bathtub. the apartment is very well located, in 12 minutes you are at the bh hardbridge, the lastipark is 8 minutes away. with the 31er bus in about 10 minutes at the hb. the concerts in the last round can be enjoyed on the balcony.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-12-2017--740-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-12-2017--740-zurich-stadt/pictureLarge3/roomPicture3.png,"2 young women who are both professional, living in a wg but also like to be alone.","a new roommate for our 3er wg. the room is not for the sublet, but as a 2nd principal tenant to forgive. you should be animal-loving, live with us 2 dwarf hamsters and 3 dwarf halsli, which we all care, feed and cuddle. If you are a nice, communicative and reliable person then we look forward to your application! Flying staff welcome;)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/2-12-2017--740-zurich-stadt.html
Starting from 1.1.2017,Until No time restrictions,Monthly rent sFr. 930.-,State Zurich (City),Address Kanonengasse 15,City 8004 Zürich,"The room isWG-room in the circle 4 for rent! At the corner of Dienerstrasse / Kanonengasse we look for a Nachmieter for my room in a 3er room. The room is from 1 January or slightly earlier by arrangement. The apartment is centrally located, has a large living room and a spacious kitchen. Room is approximately 11 m2. There is no basement or screed compartment available. Waschturm is located in the WOhnung. You would share the WG with two sympathetic students in the middle twenty. The room costs 930.- including additional costs and internet.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-1-2017--930-zurich-stadt/pictureLarge/roomPicture.png,Two students in their mid-twenties.,Are open to everything!,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-1-2017--930-zurich-stadt.html
Starting from 1.10.2017,Until jannuar 2018,Monthly rent sFr. 750.-,State Zurich (City),Address Müllackerstrasse 21,City 8152 Glattbrugg ZH,The room is 12.5 m ^ 2 rooms,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--750-zurich-stadt/pictureLarge/roomPicture.png,"students from Ticino, we speak english, italian, german, french, spanish. everybody has their own schedule. during the evening we usually have a beer and watch a movie. Very easygoing people.","a flexible, outgoing, autosufficient person",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--750-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'399.-,State Zurich (City),Address Zelgstrasse 2,City 8003 Zürich,"The room isvom free from 15 October 2017 until 15 November 2017. Extension before and after arrangement possible. Since we are away at this time, we rent our apartment to a person or couple. You have access to our furnished guest room with double bed, desk, armchair, shelf and coat rack as well as our fully equipped kitchen, our bathroom with tub and our living room with dining table, couch, netflix and small balcony. If necessary, you can get towels, linens and blankets. You can of course use our washing machine, the tumbler as well as our WIFI.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-15-10-2017-1964-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-15-10-2017-1964-zurich-stadt/pictureLarge3/roomPicture3.png,a month and therefore rent our beautiful apartment. We are looking forward to meeting you.,"an individual or a couple who wants to rent a furnished, central and comfortable apartment in the city center for one or two months.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-15-10-2017-1964-zurich-stadt.html
Starting from 3.11.2017,Until No time restrictions,Monthly rent sFr. 910.-,State Zurich (City),Address Bederstrasse 102,City 8914 Zürich,"The room isA bright and cozy room of 10 m2 and a large built-in wardrobe (2 m2). The apartment has a bathroom and kitchen, a dining room and a living room. A cozy balcony of 10m2 is also available. Various shopping possibilities as well as a very good traffic connection are also available.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/3-11-2017--910-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/3-11-2017--910-zurich-stadt/pictureLarge3/roomPicture3.png,"2 men, 27 F, 29 CH who are professional and who like to cook in the evening or enjoy a glass of wine with friends.","A nice and friendly personality who wants to share our flat share with us. You are between 20 and 40 years old and would like to enjoy the advantages of a city - WG, which is located in the center of Zurich and offers a good and fast connection to all places of Zurich. Best with a brief description.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/3-11-2017--910-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 690.-,State Zurich (City),Address Fronwaldstrasse,City 8046 Zürich,"The room isca. 16 square meters large and part of a 2er flat share. One is quite fast with the public transport / bike in the city center and nevertheless the quarters are very quiet. The fast connection to the ETH Hönggerberg (barely 10 minutes by foot and public transport) is worth mentioning. In the apartment there is also a kitchen, a bathroom and a separate toilet. Refrigerator, washing machine (in the basement) etc. and can be shared.","Christian, former student and now working in Zurich. Uncomplicated and quiet. For more info just ask :)","You are uncomplicated, reliable, calm, best week-end in Zurich. Since I am working on my own during the week and therefore, unfortunately, have very little time, it is more of a purpose-WG. If this suits you, write me an e-mail, in which you briefly imagine.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--690-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 964.-,State Zurich (City),Address Greifenseestrasse 9,City 8050 Zuerich,"The room isca. 18m2 large in a spacious 3-room apartment: first occupancy after renovation, large balcony with sun all day, large living room, bathroom and kitchen. Extract from the other principal tenant as of 31.03.2018, which is why an unlimited stay is possible (recommendation on our part to the administration). ******* The room is about 18m2 and the room is quite big: Huge balcony with a lot of sun, big living room, bath and kitchen. First time use after renovation. Possibility to take over the flat by 31.03.2018 as the other person is moving out as well.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-31-03-2018--m-glichkeit-zur-wohnungs-bernahme-964-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-31-03-2018--m-glichkeit-zur-wohnungs-bernahme-964-zurich-stadt/pictureLarge3/roomPicture3.png,"The apartment you share with a 23 year old student: humorous, very sporty and tidy (: ****** You should share the flat with a 23 years old student (f), funny, proper and very sportive (:","The women's WG is to remain, sorry men. (: Appointment on request, on request. ****** We are looking for a woman, sorry guys. (: Please contact me to fix a day to visit.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-31-03-2018--m-glichkeit-zur-wohnungs-bernahme-964-zurich-stadt.html
